IDUser,Latitude,Longitude,UserID
6919,45.57772930249796,-122.71293917292746,bogus variable
6920,45.57782522159533,-122.71301894430344,bogus variable
6921,45.57786045214093,-122.71296778646906,bogus variable
6922,45.57826772478578,-122.71296964159085,bogus variable
6909,45.57820948547949,-122.71281091851657,bogus variable
6888,45.57680421120364,-122.71335671974776,bogus variable
6889,45.577688302587944,-122.7133513490216,bogus variable
6890,45.57735719354161,-122.71334499669793,bogus variable
6891,45.57783985689075,-122.71321866733852,bogus variable
6892,45.578408808859635,-122.71332018156714,bogus variable
6893,45.578246654054546,-122.7131466217317,bogus variable
6894,45.57807774666412,-122.71302987349117,bogus variable
6895,45.57819069509912,-122.71303931270522,bogus variable
6896,45.57799472836736,-122.7127497682032,bogus variable
6897,45.578174825199355,-122.71320769200376,bogus variable
6898,45.57820215811604,-122.71325550893404,bogus variable
7304,45.57813766920669,-122.71261980407088,bogus variable
7305,45.57808439947352,-122.7124544665866,bogus variable
7306,45.57795756043199,-122.71260821630288,bogus variable
7307,45.577457512717594,-122.7121703181832,bogus variable
7375,45.57773192819375,-122.71224398027768,bogus variable
7376,45.57776726326689,-122.71217337600456,bogus variable
7377,45.577892118055715,-122.71219072384766,bogus variable
7378,45.57794393520254,-122.7120975421452,bogus variable
7336,45.57772765933034,-122.71263062429412,bogus variable
7337,45.57801330098949,-122.7122743007894,bogus variable
7338,45.57795797398581,-122.7122747295884,bogus variable
7339,45.57784011456085,-122.71249715511432,bogus variable
7341,45.57800383453822,-122.71260910232672,bogus variable
7342,45.57724008546642,-122.71216968048876,bogus variable
7343,45.57733066784302,-122.71216723620952,bogus variable
7345,45.57784207688899,-122.71236505030446,bogus variable
7350,45.57767263350518,-122.71218926879502,bogus variable
9007,45.580418809875425,-122.70928001118683,bogus variable
9008,45.57847779822292,-122.70833105769763,bogus variable
9009,45.58031612670866,-122.7099576883158,bogus variable
9010,45.58009096687176,-122.70957864300924,bogus variable
9011,45.580468409435206,-122.70933950536968,bogus variable
9012,45.580620487195944,-122.70927730167332,bogus variable
9013,45.58032858898489,-122.70911011241157,bogus variable
9014,45.578870256777115,-122.70996759112906,bogus variable
9015,45.580237185537925,-122.70903191476258,bogus variable
9016,45.57827970954723,-122.70968359780365,bogus variable
9017,45.579240903758134,-122.70880657248507,bogus variable
9018,45.58022096469549,-122.710387967372,bogus variable
9019,45.57871812842734,-122.7084835510246,bogus variable
9020,45.580472261986046,-122.709742265338,bogus variable
9021,45.58046439077072,-122.71019419860632,bogus variable
9022,45.58006600104601,-122.70968290963278,bogus variable
9023,45.578868155074765,-122.70982693859489,bogus variable
9024,45.57999511815478,-122.70884757912197,bogus variable
9025,45.58069014561157,-122.7093479528775,bogus variable
9026,45.57842587097329,-122.70841916715014,bogus variable
9027,45.58068685548717,-122.70838052869068,bogus variable
9064,45.57892674228451,-122.7102104315117,bogus variable
9065,45.580093287624635,-122.7090568070657,bogus variable
9066,45.58062182082437,-122.70942156781408,bogus variable
9067,45.58031078009116,-122.71037240112932,bogus variable
9068,45.5799910338923,-122.7090421108182,bogus variable
9069,45.58060025271555,-122.70961208125853,bogus variable
9070,45.580406614530865,-122.71013030871492,bogus variable
9071,45.58010304054583,-122.70936866302296,bogus variable
9072,45.57824435184464,-122.70964868165063,bogus variable
9073,45.57836732900297,-122.7087055392492,bogus variable
9074,45.57878833996688,-122.71028752410233,bogus variable
9075,45.57926121864418,-122.70906598739836,bogus variable
9114,45.578787356881016,-122.7104214010065,bogus variable
9115,45.57910540535066,-122.70907363461087,bogus variable
9116,45.58005863850749,-122.71002845635188,bogus variable
9117,45.58069811359768,-122.70894217793143,bogus variable
9118,45.57853642161969,-122.7088058736455,bogus variable
9119,45.57878848129532,-122.71061595594388,bogus variable
9120,45.580222969751425,-122.71033281267589,bogus variable
9121,45.58058969825376,-122.71003531889514,bogus variable
9122,45.580139072252194,-122.70864973887814,bogus variable
9123,45.5787111245893,-122.70989071743288,bogus variable
9124,45.57825260261819,-122.70988191424108,bogus variable
9125,45.58013687567896,-122.70980105220204,bogus variable
9099,45.57868448473192,-122.70934165271063,bogus variable
9100,45.58045190095608,-122.7089391945022,bogus variable
9101,45.58027062778755,-122.7084407638974,bogus variable
9102,45.5805330110497,-122.7088890212783,bogus variable
9103,45.57867597413381,-122.70960929587866,bogus variable
9104,45.57852210923646,-122.71005417787188,bogus variable
9105,45.58055049220051,-122.70830578179886,bogus variable
9106,45.578213080789766,-122.71028337600984,bogus variable
9107,45.5801172046072,-122.709920671557,bogus variable
9108,45.578597436404976,-122.70897306658054,bogus variable
9109,45.580096467847824,-122.71030416084982,bogus variable
9110,45.57854149995255,-122.70822641337102,bogus variable
9111,45.57951609962349,-122.70814538491642,bogus variable
9112,45.580542637231595,-122.70820770921826,bogus variable
9113,45.58011784256865,-122.71000955870026,bogus variable
8990,45.58029492120942,-122.70922425459746,bogus variable
8991,45.580688623215934,-122.70828310996006,bogus variable
8992,45.58042413570511,-122.71042070463784,bogus variable
8993,45.57834981067968,-122.70971413779776,bogus variable
8994,45.58036977761137,-122.71037713584694,bogus variable
8995,45.57987112264919,-122.70866181041224,bogus variable
8996,45.58059302039949,-122.7085232850712,bogus variable
8997,45.57836597453842,-122.70851703227277,bogus variable
8998,45.57987088099648,-122.70842799496164,bogus variable
8999,45.57996744580177,-122.70819443868317,bogus variable
9000,45.57949768981229,-122.70925227378603,bogus variable
9127,45.58068641416051,-122.70992173978446,bogus variable
9128,45.58013216541694,-122.70884085138952,bogus variable
9129,45.58067261146211,-122.7091644353485,bogus variable
9130,45.57818849923557,-122.70985338820368,bogus variable
9131,45.57873297354317,-122.7100323146164,bogus variable
9132,45.57832780696389,-122.70884944555468,bogus variable
9133,45.58013671404366,-122.70845198960282,bogus variable
9134,45.58053370734723,-122.7091061019118,bogus variable
9135,45.57877503483147,-122.70997427026694,bogus variable
9136,45.580330275915166,-122.7098612807494,bogus variable
9137,45.57879748841992,-122.70985347777363,bogus variable
9138,45.578685212045855,-122.70913737208278,bogus variable
9139,45.580421996944246,-122.7098236411026,bogus variable
9140,45.58006902003208,-122.71052972111168,bogus variable
9141,45.58036545065715,-122.70886836957752,bogus variable
9142,45.57859165703507,-122.70997343712224,bogus variable
9143,45.58020014053435,-122.71001700705008,bogus variable
9144,45.58008358576819,-122.710214176183,bogus variable
9145,45.58028965042753,-122.7100220227278,bogus variable
9146,45.58000800074328,-122.7101946615371,bogus variable
9147,45.57842446119681,-122.71015858570316,bogus variable
9148,45.57887173983962,-122.70816759926046,bogus variable
9126,45.580103983472455,-122.7097626711657,bogus variable
9028,45.578874904532405,-122.71010245031188,bogus variable
9029,45.58009441394132,-122.70984916473128,bogus variable
9030,45.57887358121839,-122.7102690803126,bogus variable
9031,45.58058661509016,-122.70863850766813,bogus variable
9032,45.57839710297725,-122.70864620831556,bogus variable
9033,45.57875893196294,-122.70872048326292,bogus variable
9034,45.58045460829559,-122.70982542955014,bogus variable
9035,45.579110267712274,-122.70845818409973,bogus variable
9036,45.58013320615689,-122.70931492066784,bogus variable
9037,45.57922783084319,-122.70860303948643,bogus variable
9038,45.57883767609914,-122.71033479649849,bogus variable
9039,45.58069117060236,-122.70866196611324,bogus variable
9040,45.579306247378625,-122.70889071006889,bogus variable
9041,45.58061822992365,-122.70986063114042,bogus variable
9042,45.57999267837832,-122.7084457147836,bogus variable
9043,45.580138884098545,-122.71014773105712,bogus variable
9044,45.58022998849306,-122.71025831778856,bogus variable
9045,45.57874320164531,-122.70902956783836,bogus variable
9046,45.580591542377846,-122.70918804957796,bogus variable
9047,45.57843409718197,-122.70877676271824,bogus variable
9048,45.578745621540094,-122.71014498016892,bogus variable
9049,45.580256058656694,-122.71042521433144,bogus variable
9050,45.58022196736316,-122.7104911142344,bogus variable
9051,45.5789475785006,-122.70882184905764,bogus variable
9052,45.58017935338556,-122.71056202725532,bogus variable
9053,45.57834086522307,-122.70999101458766,bogus variable
9054,45.57829243449815,-122.7100574420638,bogus variable
9055,45.58045919272354,-122.71000163917692,bogus variable
9056,45.58040475430582,-122.70993113436911,bogus variable
9057,45.579429795522394,-122.70814555266156,bogus variable
9058,45.58016318813123,-122.71028109806298,bogus variable
9059,45.579311908302834,-122.70829231260495,bogus variable
9060,45.580014032864185,-122.71027854797865,bogus variable
9061,45.58065622539529,-122.70973983258403,bogus variable
9062,45.58042018586143,-122.71023319322548,bogus variable
9063,45.580293765557094,-122.7101647851666,bogus variable
9087,45.58036248582441,-122.710280529831,bogus variable
9088,45.58025891044735,-122.71013862037702,bogus variable
9089,45.58061345537156,-122.70995335888487,bogus variable
9090,45.58058656501948,-122.70875432383566,bogus variable
9091,45.58029221830048,-122.71025495647122,bogus variable
9092,45.579981236425475,-122.70863132154558,bogus variable
9093,45.58006552888494,-122.7100991167544,bogus variable
9094,45.578514168968155,-122.70866600247795,bogus variable
9095,45.57884379903321,-122.70908138894843,bogus variable
9096,45.57864781235703,-122.71016150642944,bogus variable
9097,45.57878866557497,-122.7092136093219,bogus variable
9098,45.58070168247045,-122.7102012853861,bogus variable
9076,45.57840866522357,-122.70882860640444,bogus variable
9077,45.57873009399097,-122.70926167945548,bogus variable
9078,45.57909491272152,-122.70883668251676,bogus variable
9079,45.57819375412393,-122.70989242424184,bogus variable
9080,45.58067771543697,-122.71030329468896,bogus variable
9081,45.580212733806725,-122.7098480536904,bogus variable
9082,45.57832281413867,-122.70893051707728,bogus variable
9083,45.57862775501695,-122.70931721617374,bogus variable
9084,45.57836094376984,-122.70902157418894,bogus variable
9085,45.57823421266928,-122.71000427773772,bogus variable
9086,45.580397969422606,-122.70831378755474,bogus variable
9162,45.578419840521626,-122.70899186091135,bogus variable
9163,45.578474821850925,-122.70957829473018,bogus variable
9164,45.57923830578845,-122.7081358071998,bogus variable
9165,45.5785372699489,-122.7089429065834,bogus variable
9166,45.57936367492635,-122.70813580792142,bogus variable
9167,45.58017684684222,-122.71043381020158,bogus variable
9168,45.57860398333034,-122.71005576700377,bogus variable
9169,45.578664758925086,-122.7088763072427,bogus variable
9170,45.58016832336426,-122.71036504593305,bogus variable
9171,45.58024401531163,-122.70883733147328,bogus variable
9172,45.58020479672597,-122.7099414061578,bogus variable
9173,45.57861539856832,-122.7083115578262,bogus variable
9174,45.578483413980415,-122.71010072309284,bogus variable
9175,45.57937482203925,-122.70828000164508,bogus variable
9176,45.58036965475163,-122.71004085827914,bogus variable
9177,45.58022800140798,-122.71008182676783,bogus variable
9149,45.580457096177106,-122.7086109482065,bogus variable
9150,45.580359873977976,-122.70850147404651,bogus variable
9151,45.58010684871705,-122.710498391376,bogus variable
9205,45.578379066757655,-122.7095946878404,bogus variable
9206,45.57839006445131,-122.70945572481,bogus variable
9207,45.579112803122385,-122.70818289718528,bogus variable
9208,45.57884642440108,-122.708475138464,bogus variable
9209,45.57860866456809,-122.7081773245545,bogus variable
9210,45.578286825477456,-122.70932868094494,bogus variable
9211,45.578500265983394,-122.70907262533376,bogus variable
9212,45.57830580929155,-122.70921496177768,bogus variable
9213,45.5783364399753,-122.70978342729435,bogus variable
9214,45.520543214059416,-122.62576798300644,bogus variable
9215,45.52073899645817,-122.62420997953032,bogus variable
9216,45.52064596492883,-122.62553871707516,bogus variable
9217,45.57897707348925,-122.70848354924269,bogus variable
9218,45.57895918984485,-122.70860817377216,bogus variable
9219,45.57837740056392,-122.7095382728814,bogus variable
9220,45.51941144018948,-122.62330480606794,bogus variable
9221,45.519530014829435,-122.62328165907888,bogus variable
9222,45.52053785158928,-122.6256594025833,bogus variable
9223,45.519605015791775,-122.62327505869938,bogus variable
9224,45.519942145959504,-122.62422401726616,bogus variable
9225,45.520082692925655,-122.62457337646862,bogus variable
9226,45.57830167587514,-122.70959405849877,bogus variable
9227,45.57824488264388,-122.70953038428782,bogus variable
9228,45.57844633934107,-122.70932534588,bogus variable
9229,45.57856588161192,-122.70903610829984,bogus variable
9230,45.5197152381536,-122.62452667878183,bogus variable
9231,45.51990365597496,-122.6244373622254,bogus variable
9232,45.5208253306662,-122.62466727284232,bogus variable
9233,45.57849950244316,-122.70902084717356,bogus variable
9234,45.57829083309819,-122.70917252330092,bogus variable
9235,45.578215324564134,-122.70974085164076,bogus variable
9236,45.51995629293539,-122.62445360110009,bogus variable
9237,45.51977523110743,-122.62564380385828,bogus variable
9238,45.5196227791124,-122.62449855647831,bogus variable
9239,45.520402462403986,-122.62400419928096,bogus variable
9240,45.51974754244715,-122.62557794146169,bogus variable
9241,45.52072421456418,-122.62465538629522,bogus variable
9242,45.519452082259114,-122.62435857760887,bogus variable
9243,45.51941374392142,-122.62342831495548,bogus variable
9244,45.51941047161678,-122.62371538894467,bogus variable
9245,45.520390413557905,-122.62388940096186,bogus variable
9246,45.519736684410034,-122.62546946162152,bogus variable
9247,45.5197775068868,-122.62437358121618,bogus variable
9248,45.520669938901094,-122.62478657145104,bogus variable
9249,45.51941886637059,-122.62458640399002,bogus variable
9250,45.52078025029737,-122.62603168757872,bogus variable
9251,45.51942568754125,-122.62476379189768,bogus variable
9252,45.520751716848,-122.62599203440658,bogus variable
9253,45.51968017963666,-122.62337284474502,bogus variable
9254,45.520858448311046,-122.62540275753253,bogus variable
9255,45.52100651383292,-122.62460128881992,bogus variable
9256,45.51973349264956,-122.624387754582,bogus variable
9583,45.51958493342469,-122.6255389465859,bogus variable
9584,45.519752671319,-122.6248994537277,bogus variable
9585,45.519753463517695,-122.62495430370912,bogus variable
9586,45.520049834979986,-122.62436784347226,bogus variable
9587,45.51956049280969,-122.62518127747724,bogus variable
9588,45.520355133352574,-122.62475895811892,bogus variable
9589,45.51946456909057,-122.62518202422116,bogus variable
9590,45.52004328563012,-122.62452601389748,bogus variable
9591,45.52039985249241,-122.62510501260974,bogus variable
9592,45.52040930867464,-122.62533801601334,bogus variable
9593,45.52006600989413,-122.62466620072018,bogus variable
9594,45.520072619406605,-122.62326886331095,bogus variable
9331,45.51982826329438,-122.62326047499904,bogus variable
9303,45.52071844168245,-122.62447756747794,bogus variable
9304,45.51965958745188,-122.6232854440757,bogus variable
9305,45.5197556858831,-122.62563838056607,bogus variable
9257,45.52052709423518,-122.6255057279618,bogus variable
9258,45.520390413253374,-122.62396996069036,bogus variable
9259,45.520645007013464,-122.62536154980828,bogus variable
9260,45.520741186805544,-122.6253082209623,bogus variable
9261,45.51966344953206,-122.62548218307992,bogus variable
9262,45.51969709558464,-122.62481793557372,bogus variable
9263,45.51965815756238,-122.62534680958834,bogus variable
9264,45.520412221708945,-122.6236294147929,bogus variable
9265,45.52010068663133,-122.62417907669108,bogus variable
9266,45.5197153262063,-122.6251364853732,bogus variable
9267,45.51993014473794,-122.62511803123544,bogus variable
9268,45.52013820557319,-122.62568028302788,bogus variable
9269,45.52011942864586,-122.62447546990953,bogus variable
9270,45.520021161042806,-122.6248064557978,bogus variable
9271,45.52038148648258,-122.62500214851268,bogus variable
9272,45.52038246087051,-122.62350085874355,bogus variable
9273,45.52035155382955,-122.62580032431704,bogus variable
9274,45.519945875757166,-122.62326396766925,bogus variable
9306,45.5194304546766,-122.6238574444895,bogus variable
9307,45.51957246447383,-122.62432224514356,bogus variable
9308,45.51959482992768,-122.62568733016391,bogus variable
9275,45.520984263503614,-122.62427693851022,bogus variable
9276,45.52000254789611,-122.62411008879836,bogus variable
9277,45.5200723732766,-122.62401890027454,bogus variable
9278,45.5197157396362,-122.62537609783348,bogus variable
9279,45.51971188512243,-122.6246622538048,bogus variable
9280,45.520049154042795,-122.6243302811219,bogus variable
9281,45.51983846771355,-122.62510579308604,bogus variable
9282,45.52004348932169,-122.62440477799876,bogus variable
9283,45.52008513624148,-122.62488552676548,bogus variable
9284,45.51945694379471,-122.62540511138025,bogus variable
9285,45.52038546218165,-122.62485399917271,bogus variable
9286,45.52006463221815,-122.62474060576211,bogus variable
9287,45.52007646178126,-122.6236547335018,bogus variable
9288,45.52040304675056,-122.6253685091812,bogus variable
9289,45.52036477689282,-122.62567085380545,bogus variable
9290,45.51976708700419,-122.62550433083774,bogus variable
9291,45.51940811957396,-122.62408820311732,bogus variable
9292,45.5204167108309,-122.62381525020784,bogus variable
9293,45.520775711824214,-122.62479663493151,bogus variable
9294,45.519710918997816,-122.62438668082407,bogus variable
9295,45.519488330648336,-122.62486223022356,bogus variable
9296,45.52090498553222,-122.62474517340294,bogus variable
9297,45.51958545316073,-122.62481792954664,bogus variable
9298,45.52104268832313,-122.62439887947528,bogus variable
9299,45.52094553129985,-122.62443507906733,bogus variable
9300,45.52102260926127,-122.62432115679,bogus variable
9301,45.52075643316338,-122.6258171074997,bogus variable
9302,45.51960914606607,-122.6250992349126,bogus variable
9595,45.52075407002132,-122.62570020568884,bogus variable
9596,45.51948744327881,-122.625013348214,bogus variable
9597,45.52040967528583,-122.62354729621522,bogus variable
9598,45.52000269375535,-122.62492035488428,bogus variable
9599,45.52043970084742,-122.62586766358856,bogus variable
9600,45.520436767867395,-122.62579397251582,bogus variable
9601,45.52038562721296,-122.62528889669204,bogus variable
9602,45.52043387972277,-122.62566647498136,bogus variable
9603,45.519950869726785,-122.6234860293445,bogus variable
9604,45.52038458432105,-122.62547433053984,bogus variable
9605,45.520384640394255,-122.62369166425174,bogus variable
9309,45.520350057451424,-122.62351893980085,bogus variable
9560,45.51964052668863,-122.62438568492178,bogus variable
9561,45.51981490933914,-122.62452027321426,bogus variable
9565,45.51979905105706,-122.6246291029328,bogus variable
9613,45.519797686620635,-122.62459438468044,bogus variable
9886,45.52071513577376,-122.63045782334302,bogus variable
9887,45.52122108124519,-122.6302813202487,bogus variable
9888,45.52109254815112,-122.63010032137969,bogus variable
9889,45.52112375177058,-122.63040424537994,bogus variable
9890,45.52106549246894,-122.63049815655276,bogus variable
9891,45.52098790018329,-122.63054224297734,bogus variable
9892,45.52138728103487,-122.63019220085852,bogus variable
9893,45.52163914766897,-122.6300211373668,bogus variable
9894,45.52157801706292,-122.62997312631327,bogus variable
9895,45.52162462574432,-122.62992712474056,bogus variable
9896,45.52147697685167,-122.62971149176684,bogus variable
9897,45.5213183725979,-122.62985719978587,bogus variable
9898,45.52124652772538,-122.62986623929427,bogus variable
9899,45.521239780604674,-122.6299415866652,bogus variable
9900,45.52125517741901,-122.6299521777128,bogus variable
9901,45.52134072982402,-122.62969871504016,bogus variable
9902,45.52135122570279,-122.62956174457514,bogus variable
9914,45.52126108627271,-122.63032185709508,bogus variable
9915,45.52096983764982,-122.63033928113433,bogus variable
9916,45.52111479219897,-122.6302411892884,bogus variable
9917,45.52129122102595,-122.63017771406294,bogus variable
9918,45.5211541188712,-122.6302155797194,bogus variable
9919,45.52130058732606,-122.6302852405018,bogus variable
9920,45.521283257034554,-122.6301235025298,bogus variable
9921,45.52123337927474,-122.63011117225656,bogus variable
9922,45.52086661380028,-122.63062765777234,bogus variable
9923,45.52073974073287,-122.6306720727227,bogus variable
9924,45.52140459026807,-122.63014406065476,bogus variable
9945,45.52098568292742,-122.63050074744804,bogus variable
9946,45.52151598576768,-122.63009655358567,bogus variable
9947,45.52171866025811,-122.63001771382412,bogus variable
9948,45.52157811943857,-122.630102253546,bogus variable
9949,45.52160672329558,-122.62992612921248,bogus variable
9950,45.521602587917826,-122.62991273367604,bogus variable
9951,45.521579276071,-122.62989632029608,bogus variable
9952,45.521572399248896,-122.62990626154242,bogus variable
9953,45.5215495048977,-122.62976655783947,bogus variable
9954,45.521300313611384,-122.6299287974703,bogus variable
9955,45.521276902962825,-122.6298762922333,bogus variable
9956,45.52126954548431,-122.62995552738325,bogus variable
9957,45.521509753371966,-122.62968285474032,bogus variable
9958,45.5213774327179,-122.62984282119744,bogus variable
9959,45.52149992624766,-122.62960909805103,bogus variable
9960,45.521545984334914,-122.62956219845374,bogus variable
9961,45.52152519086217,-122.62955016552846,bogus variable
9962,45.52162396266563,-122.62925012165162,bogus variable
9963,45.521623708654374,-122.62912514262084,bogus variable
9964,45.521591818328275,-122.62922235346991,bogus variable
9903,45.52078546122076,-122.63008979731708,bogus variable
9904,45.52128755650218,-122.63025676122662,bogus variable
9905,45.52082590113436,-122.63002078905578,bogus variable
9906,45.521287148964376,-122.63022130562592,bogus variable
9907,45.52115350948561,-122.63016974463052,bogus variable
9908,45.52123200113366,-122.63014559917822,bogus variable
9909,45.52116700188524,-122.63035190171128,bogus variable
9910,45.52123131236031,-122.63007772756382,bogus variable
9911,45.52134423214439,-122.6301402289379,bogus variable
9912,45.520932842403546,-122.6305217431469,bogus variable
9913,45.52146450430429,-122.63011999025376,bogus variable
9925,45.52138912388966,-122.62994362525043,bogus variable
9926,45.52165663842942,-122.63001273009868,bogus variable
9927,45.52157409866157,-122.62990276805272,bogus variable
9928,45.52155124000261,-122.62983223459484,bogus variable
9929,45.521098695727545,-122.63016807621844,bogus variable
9930,45.52123226416517,-122.6302338595203,bogus variable
9931,45.52114208085732,-122.63025060928528,bogus variable
9932,45.52130669615254,-122.63023525499392,bogus variable
9933,45.52130987922886,-122.63006297337982,bogus variable
9934,45.52154755738667,-122.63008125408962,bogus variable
9935,45.521597640209066,-122.6298802268842,bogus variable
9936,45.52157093397608,-122.62983530512216,bogus variable
9937,45.52133108058458,-122.629996577179,bogus variable
9938,45.52154290688677,-122.62981987889026,bogus variable
9939,45.52152331606191,-122.6297542302664,bogus variable
9940,45.521535768858534,-122.62983424856216,bogus variable
9941,45.52125282428444,-122.62989061283176,bogus variable
9942,45.52139492733458,-122.62977932954884,bogus variable
9943,45.52153147822418,-122.62961078469458,bogus variable
9944,45.52128544727446,-122.62973652000824,bogus variable
9966,45.52145501775823,-122.6296207308939,bogus variable
9967,45.52148119566524,-122.62956269189264,bogus variable
9968,45.52137471860048,-122.62951394625958,bogus variable
9969,45.52163737222381,-122.6290924310155,bogus variable
9970,45.52156249300389,-122.62920343814426,bogus variable
9971,45.521552239530585,-122.62953319662606,bogus variable
9972,45.52155806009567,-122.6292962018224,bogus variable
10059,45.57818187562474,-122.70994907142732,bogus variable
10060,45.57814839835208,-122.71022488891676,bogus variable
10061,45.5782653196222,-122.71033267735288,bogus variable
10062,45.520405528700586,-122.624571681975,bogus variable
10077,45.57823585368518,-122.710339678897,bogus variable
10013,45.57825417752469,-122.71020714298228,bogus variable
10014,45.57823373147141,-122.71043076409656,bogus variable
10015,45.57813415022876,-122.71039921287895,bogus variable
10016,45.519718835896654,-122.62521911928604,bogus variable
10086,45.57818587015727,-122.71002840221024,bogus variable
10087,45.57818075973602,-122.71013578710097,bogus variable
10088,45.578197773805314,-122.71015464798678,bogus variable
10089,45.57880420034683,-122.71004441389417,bogus variable
10090,45.520383827752816,-122.62457876155176,bogus variable
10091,45.5203575530067,-122.62453653693538,bogus variable
10092,45.52038341270297,-122.62452950026903,bogus variable
10105,45.58023086615138,-122.7111547269845,bogus variable
10106,45.58001859540783,-122.71110196235868,bogus variable
10107,45.58040955485914,-122.71120660837492,bogus variable
10108,45.58005679328842,-122.71120811256426,bogus variable
10109,45.580414901430345,-122.71112838072229,bogus variable
10202,45.58043131871258,-122.71080435223767,bogus variable
10203,45.58062723926896,-122.71148072931712,bogus variable
10126,45.5801628588402,-122.71139956579906,bogus variable
10127,45.58051429777717,-122.71136610040224,bogus variable
10170,45.58027983983005,-122.71129430057506,bogus variable
10171,45.580200254889704,-122.71098534833467,bogus variable
10172,45.58027805726877,-122.71105358954117,bogus variable
10173,45.5802504338856,-122.71146813601756,bogus variable
10174,45.58029070250627,-122.71141165050643,bogus variable
10175,45.580585630836026,-122.71106081877804,bogus variable
10176,45.580394896244194,-122.71138287665455,bogus variable
10114,45.5807108751012,-122.71169288814804,bogus variable
10115,45.58072766394372,-122.711522330713,bogus variable
10116,45.580130946762544,-122.71103181232712,bogus variable
10110,45.5806007165402,-122.71156648933616,bogus variable
10128,45.578434638651885,-122.70994021394344,bogus variable
10129,45.58058194493847,-122.71135069553918,bogus variable
10135,45.58019751337678,-122.71079688483417,bogus variable
10136,45.58012362994739,-122.71084915186644,bogus variable
10137,45.58068249878012,-122.71113409423604,bogus variable
10204,45.58067766522527,-122.7110395382483,bogus variable
10205,45.58040374944133,-122.7108081192388,bogus variable
10187,45.58025017426922,-122.71158154635414,bogus variable
10188,45.58031712768688,-122.7116028799051,bogus variable
10177,45.580375477860066,-122.7112841491776,bogus variable
10178,45.58013569716898,-122.71111538118868,bogus variable
10179,45.5784680197732,-122.7097946037067,bogus variable
10111,45.58040481340531,-122.71099675261334,bogus variable
10112,45.580102859466876,-122.71126738445372,bogus variable
10113,45.58043298233862,-122.7105313411546,bogus variable
10130,45.58029429226138,-122.71053187992086,bogus variable
10131,45.58031067246982,-122.7105970678208,bogus variable
10132,45.58071575560717,-122.71128857195616,bogus variable
10133,45.58022751747785,-122.7107392168954,bogus variable
10134,45.58019547483069,-122.7114419390463,bogus variable
10165,45.58025903610473,-122.71135176937749,bogus variable
10166,45.58024824374038,-122.7109046106932,bogus variable
10167,45.58071899464853,-122.71112729379158,bogus variable
10180,45.5803767739461,-122.71087952775297,bogus variable
10181,45.580382592397456,-122.71084094480906,bogus variable
